Decade,Name,Gender,Births,Rank
2010,Layla,Female,63165,28
2010,Brooklyn,Female,60270,29
2010,Scarlett,Female,58240,30
2010,Zoe,Female,58064,31
2010,Camila,Female,57875,32
2010,Samantha,Female,56900,33
2010,Riley,Female,56105,34
2010,Leah,Female,55992,35
2010,Aria,Female,52207,36
2010,Savannah,Female,51809,37
2010,Audrey,Female,51585,38
2010,Anna,Female,51241,39
2010,Allison,Female,48975,40
2010,Gabriella,Female,48086,41
2010,Hailey,Female,47717,42
2010,Claire,Female,47716,43
2010,Penelope,Female,47587,44
2010,Aaliyah,Female,46661,45
2010,Sarah,Female,46599,46
2010,Nevaeh,Female,44919,47
2010,Kaylee,Female,44577,48
2010,Stella,Female,44192,49
2010,Mila,Female,44091,50
2010,Nora,Female,44066,51
2010,Ellie,Female,43207,52
2010,Bella,Female,43131,53
2010,Lucy,Female,42000,54
2010,Alexa,Female,41985,55
2010,Arianna,Female,41769,56
2010,Violet,Female,41541,57
2010,Ariana,Female,41310,58
2010,Genesis,Female,40494,59
2010,Alexis,Female,40365,60
2010,Eleanor,Female,40108,61
2010,Maya,Female,39743,62
2010,Caroline,Female,39616,63
2010,Peyton,Female,39592,64
2010,Skylar,Female,39381,65
2010,Madelyn,Female,39181,66
2010,Serenity,Female,38824,67
2010,Kennedy,Female,38573,68
2010,Taylor,Female,38191,69
2010,Alyssa,Female,37904,70
2010,Autumn,Female,37646,71
2010,Paisley,Female,37538,72
2010,Ashley,Female,37213,73
2010,Brianna,Female,36887,74
2010,Sadie,Female,36548,75
2010,Naomi,Female,36151,76
2010,Kylie,Female,36091,77
2010,Julia,Female,35884,78
2010,Sophie,Female,35653,79
2010,Mackenzie,Female,35259,80
2010,Eva,Female,35185,81
2010,Gianna,Female,34642,82
2010,Luna,Female,34149,83
2010,Katherine,Female,34127,84
2010,Hazel,Female,33889,85
2010,Khloe,Female,33794,86
2010,Ruby,Female,33436,87
2010,Piper,Female,33070,88
2010,Melanie,Female,33063,89
2010,Lydia,Female,32687,90
2010,Aubree,Female,32618,91
2010,Madeline,Female,32357,92
2010,Aurora,Female,32111,93
2010,Faith,Female,31926,94
2010,Alexandra,Female,30956,95
2010,Alice,Female,30612,96
2010,Kayla,Female,30269,97
2010,Jasmine,Female,29347,98
2010,Maria,Female,28948,99
2010,Annabelle,Female,28921,100
